,University,Sex,Rank,TotalCompensation
12205,University of Western Ontario,male,Professor,166766.46
12207,University of Western Ontario,male,Assistant Professor,103252.92
12208,University of Western Ontario,male,Professor,150208.74
12209,University of Western Ontario,male,Assistant Professor,167792.96
12212,University of Western Ontario,male,Associate Professor,120010.98
12213,University of Western Ontario,male,Associate Professor,105175.08
12214,University of Western Ontario,male,Professor,119687.04
12215,University of Western Ontario,female,Professor,126711.96
12217,University of Western Ontario,male,Professor,178108.8
12218,University of Western Ontario,female,Professor,145573.92
12219,University of Western Ontario,female,Professor,108255.84
12220,University of Western Ontario,male,Professor,219965.64
12222,University of Western Ontario,male,Professor,113246.34
12223,University of Western Ontario,male,Professor,185157.96
12224,University of Western Ontario,male,Professor,201472.98
12225,University of Western Ontario,male,Professor,167728.26
12226,University of Western Ontario,female,Assistant Professor,174611.04
12227,University of Western Ontario,male,Professor,172224.18
12230,University of Western Ontario,male,Associate Professor,133363.16
12231,University of Western Ontario,male,Assistant Professor,124264.98
12232,University of Western Ontario,male,Professor,139419.12
12233,University of Western Ontario,female,Assistant Professor,166495.02
12234,University of Western Ontario,male,Assistant Professor,117539.28
12235,University of Western Ontario,female,Associate Professor,122524.92
12238,University of Western Ontario,female,Professor,129655.92
12239,University of Western Ontario,female,Assistant Professor,109870.86
12240,University of Western Ontario,male,Professor,150935.1
12241,University of Western Ontario,male,Associate Professor,104073.72
12242,University of Western Ontario,male,Professor,184628.7
12244,University of Western Ontario,female,Associate Professor,115115.16
12245,University of Western Ontario,male,Professor,225192.04
12246,University of Western Ontario,female,Associate Professor,123534.06
12248,University of Western Ontario,male,Professor,174561.06
12249,University of Western Ontario,male,Associate Professor,124677.24
12250,University of Western Ontario,female,Associate Professor,108066.12
12251,University of Western Ontario,male,Professor,112124.04
12255,University of Western Ontario,male,Associate Professor,129831.62
12256,University of Western Ontario,female,Assistant Professor,127363.26
12257,University of Western Ontario,male,Associate Professor,128260.08
12258,University of Western Ontario,female,Associate Professor,100342.14
12260,University of Western Ontario,male,Professor,234272.66
12261,University of Western Ontario,male,Professor,164256.42
12262,University of Western Ontario,female,Assistant Professor,123298.56
12263,University of Western Ontario,male,Professor,155877.36
12264,University of Western Ontario,female,Associate Professor,127404.2
12265,University of Western Ontario,male,Associate Professor,135562.68
12266,University of Western Ontario,male,Professor,171915.84
12267,University of Western Ontario,female,Professor,115885.14
12268,University of Western Ontario,male,Associate Professor,137110.5
12269,University of Western Ontario,male,Assistant Professor,157313.6
12270,University of Western Ontario,female,Assistant Professor,111325.32
12271,University of Western Ontario,male,Professor,280559.5
12272,University of Western Ontario,male,Associate Professor,101749.68
12273,University of Western Ontario,male,Professor,139644.66
12274,University of Western Ontario,female,Professor,161946.24
12275,University of Western Ontario,male,Professor,158444.58
12276,University of Western Ontario,male,Associate Professor,134117.64
12277,University of Western Ontario,male,Professor,167320.92
12278,University of Western Ontario,male,Professor,155205.9
12279,University of Western Ontario,male,Associate Professor,121842.0
12280,University of Western Ontario,male,Associate Professor,121885.5
12281,University of Western Ontario,male,Associate Professor,118257.06
12283,University of Western Ontario,female,Associate Professor,116764.86
12284,University of Western Ontario,male,Professor,140218.86
12285,University of Western Ontario,male,Professor,143367.49
12286,University of Western Ontario,male,Associate Professor,125174.1
12287,University of Western Ontario,male,Professor,144136.98
12288,University of Western Ontario,female,Associate Professor,127951.5
12289,University of Western Ontario,female,Associate Professor,114555.27
12290,University of Western Ontario,male,Professor,141215.1
12291,University of Western Ontario,male,Associate Professor,112722.18
12292,University of Western Ontario,male,Professor,130129.92
12294,University of Western Ontario,male,Associate Professor,113255.1
12295,University of Western Ontario,female,Professor,134316.78
12296,University of Western Ontario,male,Assistant Professor,119563.36
12297,University of Western Ontario,male,Professor,399670.76
12301,University of Western Ontario,male,Assistant Professor,244871.7
12304,University of Western Ontario,female,Associate Professor,115274.88
12306,University of Western Ontario,male,Associate Professor,133626.6
12308,University of Western Ontario,male,Associate Professor,129954.9
12309,University of Western Ontario,male,Professor,225426.72
12310,University of Western Ontario,male,Associate Professor,136847.88
12312,University of Western Ontario,male,Associate Professor,118396.38
12314,University of Western Ontario,female,Associate Professor,117642.6
12315,University of Western Ontario,male,Professor,197810.76
12316,University of Western Ontario,female,Professor,110922.9
12317,University of Western Ontario,male,Professor,142027.56
12318,University of Western Ontario,female,Associate Professor,112391.82
12319,University of Western Ontario,male,Associate Professor,123375.06
12320,University of Western Ontario,male,Professor,140582.52
12321,University of Western Ontario,female,Professor,230969.28
12322,University of Western Ontario,male,Professor,140057.64
12324,University of Western Ontario,male,Professor,107581.08
12325,University of Western Ontario,male,Professor,106500.0
12327,University of Western Ontario,female,Associate Professor,106795.56
12328,University of Western Ontario,female,Associate Professor,139293.9
12329,University of Western Ontario,male,Professor,136399.08
12331,University of Western Ontario,male,Assistant Professor,107166.12
12333,University of Western Ontario,male,Assistant Professor,189831.48
12334,University of Western Ontario,male,Assistant Professor,103097.7
12335,University of Western Ontario,male,Professor,158162.52
12337,University of Western Ontario,male,Professor,136393.98
12338,University of Western Ontario,male,Assistant Professor,104195.4
12339,University of Western Ontario,male,Assistant Professor,115930.68
12340,University of Western Ontario,male,Associate Professor,129877.26
12341,University of Western Ontario,male,Professor,163786.44
12342,University of Western Ontario,male,Associate Professor,129860.1
12343,University of Western Ontario,male,Associate Professor,115922.28
12344,University of Western Ontario,male,Associate Professor,111624.0
12345,University of Western Ontario,male,Professor,177397.32
12346,University of Western Ontario,male,Professor,169559.1
12347,University of Western Ontario,male,Associate Professor,100539.3
12350,University of Western Ontario,female,Professor,210000.0
12351,University of Western Ontario,male,Professor,152991.72
12352,University of Western Ontario,female,Assistant Professor,106565.82
12353,University of Western Ontario,female,Associate Professor,114167.16
12354,University of Western Ontario,female,Professor,180591.54
12355,University of Western Ontario,male,Associate Professor,112478.7
12357,University of Western Ontario,male,Associate Professor,109773.36
12358,University of Western Ontario,female,Assistant Professor,133382.64
12359,University of Western Ontario,male,Associate Professor,140240.76
12361,University of Western Ontario,female,Associate Professor,136622.1
12362,University of Western Ontario,male,Associate Professor,118077.84
12363,University of Western Ontario,male,Associate Professor,105054.36
12365,University of Western Ontario,female,Professor,115721.64
12366,University of Western Ontario,female,Associate Professor,122088.96
12367,University of Western Ontario,male,Professor,152127.36
12368,University of Western Ontario,male,Professor,145491.78
12369,University of Western Ontario,male,Professor,167752.14
12371,University of Western Ontario,male,Associate Professor,150446.1
12372,University of Western Ontario,male,Professor,113934.0
12375,University of Western Ontario,male,Professor,138483.9
12377,University of Western Ontario,female,Professor,155545.32
12378,University of Western Ontario,male,Professor,149999.88
12379,University of Western Ontario,male,Associate Professor,133129.56
12380,University of Western Ontario,male,Associate Professor,150994.98
12381,University of Western Ontario,male,Professor,180126.18
12383,University of Western Ontario,male,Associate Professor,167782.14
12384,University of Western Ontario,male,Professor,224149.02
12386,University of Western Ontario,male,Professor,158345.46
12387,University of Western Ontario,male,Associate Professor,152033.7
12388,University of Western Ontario,male,Professor,281599.56
12389,University of Western Ontario,male,Associate Professor,101502.96
12390,University of Western Ontario,male,Assistant Professor,129478.44
12393,University of Western Ontario,female,Associate Professor,131040.77
12394,University of Western Ontario,male,Associate Professor,118469.94
12395,University of Western Ontario,male,Associate Professor,129299.88
12397,University of Western Ontario,male,Professor,150016.14
12398,University of Western Ontario,female,Professor,169964.46
12399,University of Western Ontario,male,Associate Professor,131930.82
12400,University of Western Ontario,male,Professor,112116.3
12401,University of Western Ontario,female,Assistant Professor,134403.4
12402,University of Western Ontario,female,Associate Professor,111086.76
12403,University of Western Ontario,male,Professor,126844.68
12404,University of Western Ontario,male,Associate Professor,123180.9
12405,University of Western Ontario,male,Assistant Professor,160099.56
12406,University of Western Ontario,female,Associate Professor,124106.64
12407,University of Western Ontario,male,Associate Professor,168522.3
12409,University of Western Ontario,male,Assistant Professor,101704.5
12410,University of Western Ontario,male,Professor,126859.38
12411,University of Western Ontario,female,Associate Professor,105367.83
12412,University of Western Ontario,male,Professor,133987.98
12413,University of Western Ontario,male,Professor,126257.22
12415,University of Western Ontario,male,Associate Professor,171156.66
12416,University of Western Ontario,male,Associate Professor,124412.52
12417,University of Western Ontario,female,Associate Professor,146848.76
12418,University of Western Ontario,female,Associate Professor,110441.76
12419,University of Western Ontario,male,Associate Professor,117881.52
12420,University of Western Ontario,male,Assistant Professor,141004.38
12421,University of Western Ontario,male,Associate Professor,120498.81
12424,University of Western Ontario,male,Professor,129899.4
12426,University of Western Ontario,female,Assistant Professor,128523.12
12427,University of Western Ontario,female,Associate Professor,101391.42
12429,University of Western Ontario,male,Professor,148070.58
12430,University of Western Ontario,female,Professor,137972.16
12431,University of Western Ontario,male,Professor,141774.96
12434,University of Western Ontario,female,Assistant Professor,152813.22
12435,University of Western Ontario,male,Associate Professor,117990.54
12436,University of Western Ontario,female,Associate Professor,100834.62
12437,University of Western Ontario,male,Professor,102695.04
12438,University of Western Ontario,male,Professor,145943.04
12439,University of Western Ontario,male,Professor,104334.0
12440,University of Western Ontario,male,Associate Professor,120061.02
12441,University of Western Ontario,male,Associate Professor,104586.54
12442,University of Western Ontario,female,Professor,182289.41
12443,University of Western Ontario,male,Associate Professor,130664.4
12444,University of Western Ontario,female,Associate Professor,115932.84
12445,University of Western Ontario,male,Associate Professor,126809.88
12446,University of Western Ontario,female,Professor,145776.96
12447,University of Western Ontario,female,Associate Professor,137084.58
12448,University of Western Ontario,female,Associate Professor,112930.31
12449,University of Western Ontario,male,Associate Professor,116291.04
12450,University of Western Ontario,female,Associate Professor,139722.44
12451,University of Western Ontario,male,Professor,171627.9
12452,University of Western Ontario,male,Professor,141627.0
12453,University of Western Ontario,female,Associate Professor,108537.48
12454,University of Western Ontario,female,Professor,176512.14
12455,University of Western Ontario,female,Associate Professor,107118.84
12456,University of Western Ontario,female,Associate Professor,172560.06
12457,University of Western Ontario,male,Professor,157120.02
12458,University of Western Ontario,male,Professor,141927.42
12459,University of Western Ontario,female,Professor,142979.58
12460,University of Western Ontario,male,Assistant Professor,112808.1
12461,University of Western Ontario,male,Associate Professor,237811.2
12463,University of Western Ontario,male,Professor,244557.36
12464,University of Western Ontario,male,Associate Professor,200542.8
12466,University of Western Ontario,male,Professor,161450.34
12467,University of Western Ontario,female,Professor,141766.28
12468,University of Western Ontario,male,Associate Professor,127463.4
12469,University of Western Ontario,male,Professor,113434.62
12470,University of Western Ontario,male,Professor,158025.84
12472,University of Western Ontario,male,Associate Professor,178599.64
12474,University of Western Ontario,male,Associate Professor,102061.08
12475,University of Western Ontario,male,Associate Professor,121741.91
12476,University of Western Ontario,male,Assistant Professor,103123.2
12478,University of Western Ontario,male,Associate Professor,163417.08
12479,University of Western Ontario,female,Associate Professor,181942.62
12480,University of Western Ontario,female,Associate Professor,139833.28
12481,University of Western Ontario,male,Associate Professor,121223.34
12483,University of Western Ontario,male,Associate Professor,121024.28
12485,University of Western Ontario,male,Professor,148566.0
12486,University of Western Ontario,male,Associate Professor,121625.94
12487,University of Western Ontario,male,Assistant Professor,190159.66
12488,University of Western Ontario,female,Professor,147355.68
12489,University of Western Ontario,female,Assistant Professor,108294.21
12490,University of Western Ontario,male,Assistant Professor,127681.28
12491,University of Western Ontario,female,Associate Professor,112036.5
12492,University of Western Ontario,male,Professor,146544.18
12493,University of Western Ontario,male,Associate Professor,104702.4
12494,University of Western Ontario,male,Associate Professor,148821.72
12496,University of Western Ontario,male,Associate Professor,113016.6
12498,University of Western Ontario,male,Associate Professor,109500.0
12499,University of Western Ontario,male,Associate Professor,166498.2
12500,University of Western Ontario,male,Associate Professor,136001.64
12502,University of Western Ontario,male,Assistant Professor,104708.34
12503,University of Western Ontario,male,Professor,156521.1
12504,University of Western Ontario,female,Assistant Professor,100093.7
12505,University of Western Ontario,male,Associate Professor,254332.04
12506,University of Western Ontario,male,Associate Professor,105955.98
12507,University of Western Ontario,male,Associate Professor,120731.7
12508,University of Western Ontario,female,Associate Professor,120723.48
12509,University of Western Ontario,male,Assistant Professor,166460.72
12510,University of Western Ontario,female,Professor,119464.08
12511,University of Western Ontario,male,Professor,122289.24
12512,University of Western Ontario,male,Professor,102400.09
12514,University of Western Ontario,male,Professor,138349.98
12515,University of Western Ontario,female,Assistant Professor,103648.74
12516,University of Western Ontario,female,Professor,158150.04
12517,University of Western Ontario,male,Professor,129028.03
12518,University of Western Ontario,male,Associate Professor,116488.02
12519,University of Western Ontario,male,Associate Professor,123212.4
12520,University of Western Ontario,male,Associate Professor,104376.3
12521,University of Western Ontario,male,Professor,154710.3
12523,University of Western Ontario,male,Associate Professor,104016.0
12524,University of Western Ontario,male,Associate Professor,178177.26
12525,University of Western Ontario,male,Professor,150181.84
12526,University of Western Ontario,male,Professor,123469.44
12527,University of Western Ontario,male,Associate Professor,134337.92
12528,University of Western Ontario,male,Associate Professor,172127.16
12529,University of Western Ontario,male,Associate Professor,118263.54
12530,University of Western Ontario,male,Professor,168271.26
12532,University of Western Ontario,male,Associate Professor,116698.98
12533,University of Western Ontario,male,Professor,143881.66
12534,University of Western Ontario,male,Professor,200099.52
12535,University of Western Ontario,male,Assistant Professor,106103.16
12536,University of Western Ontario,male,Associate Professor,214789.95
12537,University of Western Ontario,male,Professor,127330.02
12538,University of Western Ontario,male,Professor,177034.86
12539,University of Western Ontario,female,Associate Professor,142515.64
12540,University of Western Ontario,male,Assistant Professor,114811.5
12541,University of Western Ontario,male,Professor,189197.02
12542,University of Western Ontario,female,Associate Professor,104914.08
12543,University of Western Ontario,female,Associate Professor,117275.46
12545,University of Western Ontario,male,Associate Professor,116442.48
12546,University of Western Ontario,female,Associate Professor,133204.02
12548,University of Western Ontario,female,Associate Professor,183891.12
12549,University of Western Ontario,female,Assistant Professor,103445.58
12550,University of Western Ontario,male,Associate Professor,212038.4
12551,University of Western Ontario,male,Professor,159158.82
12552,University of Western Ontario,female,Associate Professor,115804.8
12553,University of Western Ontario,female,Associate Professor,130242.66
12554,University of Western Ontario,male,Professor,151560.6
12555,University of Western Ontario,female,Associate Professor,162965.76
12556,University of Western Ontario,female,Associate Professor,157121.88
12557,University of Western Ontario,male,Associate Professor,117592.32
12558,University of Western Ontario,male,Professor,169541.88
12559,University of Western Ontario,female,Associate Professor,135000.0
12560,University of Western Ontario,male,Assistant Professor,107950.32
12561,University of Western Ontario,male,Associate Professor,119328.98
12562,University of Western Ontario,male,Professor,254365.83
12563,University of Western Ontario,male,Professor,119353.56
12565,University of Western Ontario,male,Associate Professor,128009.28
12567,University of Western Ontario,male,Professor,238437.88
12569,University of Western Ontario,female,Professor,201212.7
12570,University of Western Ontario,female,Associate Professor,137976.19
12571,University of Western Ontario,male,Associate Professor,125224.38
12574,University of Western Ontario,male,Assistant Professor,105051.28
12575,University of Western Ontario,male,Professor,160502.1
12576,University of Western Ontario,female,Associate Professor,100355.58
12577,University of Western Ontario,female,Associate Professor,169089.04
12578,University of Western Ontario,male,Professor,144125.4
12579,University of Western Ontario,male,Assistant Professor,129068.88
12581,University of Western Ontario,female,Associate Professor,104169.48
12582,University of Western Ontario,female,Professor,165753.16
12583,University of Western Ontario,male,Associate Professor,115950.96
12584,University of Western Ontario,male,Professor,146661.65
12585,University of Western Ontario,male,Associate Professor,151540.32
12586,University of Western Ontario,male,Assistant Professor,188033.8
12587,University of Western Ontario,male,Associate Professor,104159.82
12588,University of Western Ontario,male,Professor,186151.44
12589,University of Western Ontario,male,Professor,106893.0
12590,University of Western Ontario,male,Professor,239315.44
12591,University of Western Ontario,male,Associate Professor,117275.94
12592,University of Western Ontario,male,Assistant Professor,105101.28
12593,University of Western Ontario,male,Assistant Professor,171702.84
12595,University of Western Ontario,male,Professor,140614.26
12596,University of Western Ontario,male,Associate Professor,140521.2
12597,University of Western Ontario,male,Professor,152002.08
12599,University of Western Ontario,female,Associate Professor,108692.16
12600,University of Western Ontario,male,Associate Professor,104302.08
12601,University of Western Ontario,female,Associate Professor,156520.56
12602,University of Western Ontario,female,Assistant Professor,127601.76
12603,University of Western Ontario,female,Professor,155545.07
12604,University of Western Ontario,male,Professor,148838.4
12605,University of Western Ontario,male,Professor,146580.3
12606,University of Western Ontario,female,Associate Professor,119925.12
12607,University of Western Ontario,male,Associate Professor,117111.54
12608,University of Western Ontario,male,Professor,131667.72
12609,University of Western Ontario,male,Professor,152953.14
12610,University of Western Ontario,male,Assistant Professor,202235.72
12611,University of Western Ontario,male,Associate Professor,129413.88
12612,University of Western Ontario,male,Professor,147194.76
12613,University of Western Ontario,male,Professor,193619.82
12614,University of Western Ontario,male,Assistant Professor,154964.96
12615,University of Western Ontario,male,Associate Professor,105517.86
12616,University of Western Ontario,male,Professor,157669.02
12617,University of Western Ontario,female,Associate Professor,205225.52
12618,University of Western Ontario,female,Associate Professor,109566.42
12621,University of Western Ontario,female,Associate Professor,103182.3
12622,University of Western Ontario,male,Professor,115041.71
12623,University of Western Ontario,male,Associate Professor,226549.92
12624,University of Western Ontario,male,Associate Professor,106214.4
12625,University of Western Ontario,male,Assistant Professor,122868.9
12626,University of Western Ontario,male,Associate Professor,130312.62
12627,University of Western Ontario,female,Professor,187042.2
12629,University of Western Ontario,male,Assistant Professor,117706.62
12630,University of Western Ontario,female,Professor,144035.64
12631,University of Western Ontario,female,Associate Professor,123293.1
12632,University of Western Ontario,male,Associate Professor,153085.38
12633,University of Western Ontario,male,Associate Professor,112336.86
12634,University of Western Ontario,female,Professor,140564.28
12635,University of Western Ontario,male,Professor,158065.8
12636,University of Western Ontario,female,Professor,128658.36
12637,University of Western Ontario,female,Associate Professor,113911.44
12638,University of Western Ontario,female,Professor,180626.62
12639,University of Western Ontario,male,Associate Professor,124730.54
12640,University of Western Ontario,male,Associate Professor,107839.14
12641,University of Western Ontario,male,Assistant Professor,102810.3
12643,University of Western Ontario,male,Associate Professor,144990.38
12644,University of Western Ontario,male,Professor,161730.48
12645,University of Western Ontario,male,Professor,129775.38
12647,University of Western Ontario,male,Associate Professor,116123.22
12648,University of Western Ontario,male,Professor,146924.22
12649,University of Western Ontario,male,Associate Professor,202129.12
12650,University of Western Ontario,male,Associate Professor,108952.56
12651,University of Western Ontario,female,Professor,141977.16
12652,University of Western Ontario,female,Associate Professor,102412.3
12653,University of Western Ontario,female,Assistant Professor,152726.4
12654,University of Western Ontario,male,Professor,127832.45
12657,University of Western Ontario,male,Professor,122765.24
12658,University of Western Ontario,female,Assistant Professor,117467.1
12659,University of Western Ontario,male,Professor,143701.02
12660,University of Western Ontario,male,Professor,147699.12
12661,University of Western Ontario,male,Assistant Professor,106140.97
12662,University of Western Ontario,male,Associate Professor,124342.5
12663,University of Western Ontario,male,Associate Professor,100139.8
12664,University of Western Ontario,male,Associate Professor,299944.98
12665,University of Western Ontario,male,Professor,192155.22
12666,University of Western Ontario,male,Associate Professor,111532.2
12667,University of Western Ontario,male,Associate Professor,140609.41
12668,University of Western Ontario,female,Associate Professor,138811.56
12669,University of Western Ontario,male,Professor,169615.2
12670,University of Western Ontario,male,Professor,183147.12
12671,University of Western Ontario,male,Professor,171830.58
12672,University of Western Ontario,female,Associate Professor,107841.12
12673,University of Western Ontario,male,Professor,209097.24
12674,University of Western Ontario,female,Professor,122825.58
12675,University of Western Ontario,male,Assistant Professor,183166.98
12676,University of Western Ontario,male,Associate Professor,251839.67
12677,University of Western Ontario,male,Professor,113460.66
12679,University of Western Ontario,female,Associate Professor,123760.62
12681,University of Western Ontario,male,Associate Professor,124325.52
12682,University of Western Ontario,female,Professor,181340.7
12683,University of Western Ontario,male,Associate Professor,122327.64
12684,University of Western Ontario,female,Associate Professor,112897.32
12686,University of Western Ontario,male,Professor,193060.8
12687,University of Western Ontario,male,Professor,162940.98
12688,University of Western Ontario,male,Associate Professor,118320.12
12689,University of Western Ontario,male,Associate Professor,125005.74
12690,University of Western Ontario,male,Professor,167266.82
12691,University of Western Ontario,male,Professor,188948.64
12692,University of Western Ontario,male,Associate Professor,132361.68
12693,University of Western Ontario,male,Associate Professor,129765.72
12694,University of Western Ontario,male,Associate Professor,123472.14
12695,University of Western Ontario,male,Associate Professor,277590.82
12696,University of Western Ontario,female,Assistant Professor,102990.6
12698,University of Western Ontario,male,Associate Professor,136928.76
12699,University of Western Ontario,male,Professor,237828.78
12700,University of Western Ontario,male,Associate Professor,100476.78
12701,University of Western Ontario,female,Associate Professor,129458.28
12702,University of Western Ontario,female,Associate Professor,109895.76
12703,University of Western Ontario,male,Associate Professor,132869.7
12704,University of Western Ontario,female,Associate Professor,106923.06
12705,University of Western Ontario,female,Associate Professor,125430.47
12706,University of Western Ontario,male,Assistant Professor,104570.82
12707,University of Western Ontario,male,Associate Professor,124100.52
12709,University of Western Ontario,male,Associate Professor,114401.64
12710,University of Western Ontario,female,Professor,208599.64
12711,University of Western Ontario,female,Associate Professor,118341.48
12714,University of Western Ontario,male,Professor,150184.74
12715,University of Western Ontario,female,Associate Professor,107692.62
12716,University of Western Ontario,male,Associate Professor,129776.04
12717,University of Western Ontario,female,Assistant Professor,109571.34
12718,University of Western Ontario,male,Professor,210184.08
12719,University of Western Ontario,male,Professor,140974.5
12720,University of Western Ontario,male,Associate Professor,101977.86
12721,University of Western Ontario,male,Professor,140458.32
12722,University of Western Ontario,male,Professor,150296.34
12723,University of Western Ontario,male,Associate Professor,115061.76
12724,University of Western Ontario,female,Associate Professor,106429.2
12725,University of Western Ontario,female,Associate Professor,104634.84
12726,University of Western Ontario,male,Assistant Professor,118694.33
12727,University of Western Ontario,male,Professor,242838.28
12728,University of Western Ontario,male,Assistant Professor,120313.34
12729,University of Western Ontario,male,Associate Professor,108873.06
12731,University of Western Ontario,male,Associate Professor,127406.88
12732,University of Western Ontario,female,Professor,137267.88
12733,University of Western Ontario,male,Associate Professor,205711.25
12734,University of Western Ontario,female,Professor,152379.0
12735,University of Western Ontario,male,Professor,184145.7
12737,University of Western Ontario,female,Associate Professor,114527.94
12738,University of Western Ontario,male,Associate Professor,129661.88
12739,University of Western Ontario,male,Associate Professor,126033.36
12740,University of Western Ontario,male,Professor,162833.04
12742,University of Western Ontario,male,Associate Professor,115441.02
12743,University of Western Ontario,male,Professor,125729.46
12745,University of Western Ontario,male,Professor,144745.2
12746,University of Western Ontario,male,Professor,153797.46
12747,University of Western Ontario,male,Assistant Professor,110341.44
12748,University of Western Ontario,male,Professor,150008.34
12749,University of Western Ontario,female,Associate Professor,107184.42
12751,University of Western Ontario,male,Professor,137747.4
12752,University of Western Ontario,male,Professor,184017.72
12753,University of Western Ontario,male,Associate Professor,117459.96
12754,University of Western Ontario,male,Assistant Professor,165940.92
12755,University of Western Ontario,male,Associate Professor,109082.22
12756,University of Western Ontario,male,Professor,163473.3
12757,University of Western Ontario,male,Associate Professor,126774.06
12759,University of Western Ontario,female,Associate Professor,114773.04
12760,University of Western Ontario,male,Professor,146276.4
12762,University of Western Ontario,male,Professor,143726.64
12765,University of Western Ontario,male,Associate Professor,109185.66
12766,University of Western Ontario,male,Professor,140757.84
12768,University of Western Ontario,female,Professor,151111.38
12770,University of Western Ontario,male,Professor,167799.66
12771,University of Western Ontario,male,Professor,139728.36
12772,University of Western Ontario,male,Assistant Professor,137129.68
12773,University of Western Ontario,female,Professor,137560.14
12774,University of Western Ontario,male,Associate Professor,169372.98
12775,University of Western Ontario,male,Professor,132748.06
12776,University of Western Ontario,female,Associate Professor,104836.26
12778,University of Western Ontario,male,Associate Professor,128213.4
12779,University of Western Ontario,male,Associate Professor,118520.38
12780,University of Western Ontario,female,Associate Professor,108449.94
12783,University of Western Ontario,female,Associate Professor,101099.4
12784,University of Western Ontario,female,Professor,194025.54
12785,University of Western Ontario,male,Associate Professor,137931.66
12786,University of Western Ontario,male,Professor,140654.94
12787,University of Western Ontario,male,Professor,144497.4
12788,University of Western Ontario,male,Assistant Professor,100201.56
12789,University of Western Ontario,male,Professor,197976.3
12790,University of Western Ontario,female,Professor,140444.1
12791,University of Western Ontario,female,Associate Professor,127218.18
12792,University of Western Ontario,female,Professor,145835.76
12793,University of Western Ontario,male,Professor,128726.64
12794,University of Western Ontario,male,Professor,143707.02
12795,University of Western Ontario,male,Associate Professor,115685.1
12796,University of Western Ontario,male,Professor,133073.16
12797,University of Western Ontario,male,Professor,147527.94
12798,University of Western Ontario,female,Assistant Professor,101729.04
12799,University of Western Ontario,male,Associate Professor,103857.96
12802,University of Western Ontario,male,Assistant Professor,194971.28
12803,University of Western Ontario,female,Professor,375343.18
12805,University of Western Ontario,female,Associate Professor,110736.9
12806,University of Western Ontario,female,Professor,173441.64
12807,University of Western Ontario,male,Professor,158862.24
12808,University of Western Ontario,male,Professor,224627.28
12810,University of Western Ontario,male,Associate Professor,141125.58
12811,University of Western Ontario,male,Associate Professor,122728.08
12812,University of Western Ontario,female,Assistant Professor,117847.56
12813,University of Western Ontario,male,Professor,142392.94
12814,University of Western Ontario,male,Associate Professor,153026.88
12815,University of Western Ontario,male,Professor,465558.84
12818,University of Western Ontario,female,Assistant Professor,160994.0
12819,University of Western Ontario,male,Professor,157416.84
12820,University of Western Ontario,female,Associate Professor,117915.96
12822,University of Western Ontario,female,Associate Professor,123592.2
12823,University of Western Ontario,female,Assistant Professor,112734.3
12824,University of Western Ontario,male,Professor,175000.0
12825,University of Western Ontario,male,Assistant Professor,104363.82
12827,University of Western Ontario,female,Associate Professor,103331.4
12828,University of Western Ontario,male,Associate Professor,149802.14
12829,University of Western Ontario,male,Associate Professor,128460.42
12830,University of Western Ontario,male,Professor,157144.62
12831,University of Western Ontario,male,Associate Professor,114500.04
12832,University of Western Ontario,male,Assistant Professor,106169.34
12833,University of Western Ontario,male,Associate Professor,189916.92
12834,University of Western Ontario,male,Associate Professor,114489.24
12835,University of Western Ontario,male,Associate Professor,231892.55
12836,University of Western Ontario,male,Associate Professor,151562.64
12838,University of Western Ontario,female,Professor,121962.18
12840,University of Western Ontario,male,Professor,187737.94
12841,University of Western Ontario,male,Associate Professor,111201.06
12842,University of Western Ontario,male,Assistant Professor,189583.32
12843,University of Western Ontario,male,Professor,148224.36
12844,University of Western Ontario,male,Associate Professor,125349.96
12845,University of Western Ontario,female,Professor,118438.08
12847,University of Western Ontario,male,Associate Professor,122951.04
12848,University of Western Ontario,male,Professor,151866.66
12849,University of Western Ontario,male,Associate Professor,130076.76
12850,University of Western Ontario,male,Assistant Professor,111874.14
12851,University of Western Ontario,male,Assistant Professor,105464.88
12852,University of Western Ontario,male,Associate Professor,121533.72
12854,University of Western Ontario,male,Associate Professor,111654.36
12856,University of Western Ontario,male,Assistant Professor,160245.9
12857,University of Western Ontario,male,Professor,125565.3
12858,University of Western Ontario,male,Associate Professor,100208.94
12859,University of Western Ontario,male,Professor,141158.04
12860,University of Western Ontario,male,Professor,260076.18
12861,University of Western Ontario,male,Professor,105217.92
12863,University of Western Ontario,male,Associate Professor,155573.58
12865,University of Western Ontario,female,Associate Professor,117403.26
12866,University of Western Ontario,female,Associate Professor,127067.52
12867,University of Western Ontario,male,Associate Professor,115701.12
12868,University of Western Ontario,male,Assistant Professor,175500.66
12869,University of Western Ontario,male,Professor,160223.64
12870,University of Western Ontario,male,Professor,169817.16
12871,University of Western Ontario,male,Associate Professor,145488.0
12872,University of Western Ontario,male,Associate Professor,111011.16
12873,University of Western Ontario,female,Professor,165622.2
12875,University of Western Ontario,female,Professor,103929.74
12876,University of Western Ontario,male,Associate Professor,127470.78
12878,University of Western Ontario,male,Professor,127819.08
12879,University of Western Ontario,female,Professor,126891.41
12882,University of Western Ontario,male,Associate Professor,113571.12
12883,University of Western Ontario,male,Associate Professor,131125.74
12884,University of Western Ontario,male,Professor,159843.32
12889,University of Western Ontario,female,Professor,131669.04
12890,University of Western Ontario,male,Professor,112920.06
12891,University of Western Ontario,female,Associate Professor,146386.86
12892,University of Western Ontario,female,Associate Professor,110961.12
